id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],failure_probability,risk_level
65218,299.8,311.0,1573,35.2,185,0.00338478124454074,Low
24454,298.2,308.8,1663,30.7,32,0.00338478124454074,Low
19834,302.5,311.4,1636,35.0,146,0.00338478124454074,Low
108161,297.2,307.9,1622,35.9,193,0.00338478124454074,Low
54216,302.3,311.7,1428,42.5,0,0.00338478124454074,Low
53867,298.7,310.1,1627,33.2,74,0.00338478124454074,Low
16914,303.3,312.3,1692,28.7,69,0.00338478124454074,Low
66369,297.6,308.5,1772,24.1,13,0.00338478124454074,Low
31998,298.7,308.4,1459,46.3,37,0.00338478124454074,Low
25474,300.4,309.9,1415,50.0,192,0.00338478124454074,Low
126940,298.1,307.7,1671,40.8,179,0.00338478124454074,Low
7959,304.1,313.2,1435,41.1,124,0.00338478124454074,Low
71536,300.4,311.4,2069,55.5,26,0.00338478124454074,Low
61822,298.9,308.7,1453,41.0,183,0.00338478124454074,Low
16822,300.9,310.9,1705,30.6,14,0.00338478124454074,Low
93006,298.5,309.8,1398,55.4,217,0.00338478124454074,Low
76769,302.0,309.9,1459,48.1,183,0.00338478124454074,Low
6890,298.1,308.9,1584,35.0,181,0.00338478124454074,Low
51085,300.2,311.6,1662,28.8,131,0.00338478124454074,Low
95470,298.2,308.3,1477,49.9,72,0.00338478124454074,Low
10447,302.3,311.7,1395,55.6,215,0.00338478124454074,Low
18574,298.9,308.6,1682,29.7,126,0.00338478124454074,Low
72214,297.5,309.4,1453,44.8,126,0.00338478124454074,Low
62070,297.4,308.6,1605,32.7,155,0.00338478124454074,Low
28030,298.2,307.9,1418,45.3,141,0.00338478124454074,Low
15108,298.9,310.6,1620,33.3,192,0.00338478124454074,Low
120353,301.6,309.8,1746,31.1,173,0.00338478124454074,Low
125043,299.5,310.8,1427,50.0,173,0.00338478124454074,Low
86424,298.8,309.6,1597,34.5,157,0.00338478124454074,Low
109879,300.1,309.4,1362,61.8,42,0.00338478124454074,Low
31990,300.1,309.3,1642,34.4,130,0.00338478124454074,Low
76558,298.1,307.8,1551,35.8,196,0.00338478124454074,Low
6097,297.4,308.8,1359,42.8,220,0.00338478124454074,Low
130910,300.6,311.1,1567,40.3,0,0.00338478124454074,Low
57792,298.7,310.0,1555,41.7,197,0.00338478124454074,Low
25889,301.4,310.4,1639,37.2,185,0.00338478124454074,Low
1945,300.9,310.4,1468,42.1,98,0.00338478124454074,Low
54665,300.7,310.8,1732,43.4,109,0.00338478124454074,Low
38836,303.5,312.0,1527,38.3,174,0.00338478124454074,Low
83344,302.4,310.9,1551,36.1,162,0.00338478124454074,Low
86008,299.2,308.5,1381,43.7,59,0.00338478124454074,Low
27200,302.4,311.1,1557,34.3,195,0.00338478124454074,Low
28702,303.7,312.7,1348,51.0,74,0.00338478124454074,Low
58535,298.4,309.2,1419,48.7,128,0.00338478124454074,Low
6177,300.1,311.2,1676,30.4,179,0.00338478124454074,Low
37643,301.4,311.2,1444,46.3,203,0.00338478124454074,Low
86881,298.9,310.1,1580,39.1,137,0.00338478124454074,Low
83806,300.4,311.5,1314,47.6,160,0.00338478124454074,Low
36973,300.8,311.8,1571,33.4,178,0.00338478124454074,Low
51647,298.9,309.9,1657,31.4,37,0.00338478124454074,Low
72686,303.6,312.6,1603,35.2,103,0.00338478124454074,Low
4493,297.5,308.4,1727,27.1,93,0.00338478124454074,Low
86224,298.3,309.1,1878,22.8,94,0.00338478124454074,Low
39103,297.3,308.8,1573,33.9,123,0.00338478124454074,Low
4211,301.9,311.0,1612,49.8,174,0.00338478124454074,Low
30806,298.8,309.3,1483,47.1,176,0.00338478124454074,Low
21012,298.6,310.2,1436,43.7,10,0.00338478124454074,Low
55970,301.9,310.3,1653,40.9,100,0.00338478124454074,Low
135586,297.4,308.4,1462,41.8,76,0.00338478124454074,Low
103122,303.9,312.7,1505,42.4,156,0.00338478124454074,Low
134284,301.9,310.5,1332,51.1,85,0.00338478124454074,Low
83486,298.1,307.6,1391,57.4,23,0.00338478124454074,Low
87189,303.7,312.7,1384,46.7,172,0.00338478124454074,Low
125793,298.3,309.5,1711,30.3,119,0.00338478124454074,Low
20541,296.2,307.2,1456,43.7,8,0.00338478124454074,Low
7922,298.9,309.9,1526,35.4,49,0.00338478124454074,Low
22188,302.0,309.9,1372,53.0,161,0.00338478124454074,Low
32835,299.2,308.9,1430,41.4,59,0.00338478124454074,Low
65522,302.1,311.3,1521,31.5,176,0.00338478124454074,Low
136161,299.4,309.3,1658,30.9,181,0.00338478124454074,Low
63507,297.3,308.7,1496,45.7,125,0.00338478124454074,Low
61106,301.3,310.8,1680,32.4,21,0.00338478124454074,Low
90203,300.4,311.4,1609,29.3,129,0.00338478124454074,Low
93963,298.7,310.1,1485,46.8,193,0.00338478124454074,Low
21355,300.9,311.1,1409,52.1,133,0.00338478124454074,Low
5686,299.8,309.2,1470,38.7,212,0.00338478124454074,Low
23196,297.4,309.0,1490,42.1,148,0.00338478124454074,Low
29239,297.4,308.2,1431,45.7,9,0.00338478124454074,Low
96208,298.9,309.6,1551,38.1,185,0.00338478124454074,Low
46085,300.4,310.4,1483,46.3,48,0.00338478124454074,Low
23456,301.5,310.5,1563,37.5,51,0.00338478124454074,Low
82491,297.5,308.5,1375,55.6,0,0.00338478124454074,Low
53075,298.1,308.2,1405,55.9,19,0.00338478124454074,Low
110163,299.0,310.6,1522,42.0,73,0.00338478124454074,Low
13026,300.5,311.1,1653,33.5,13,0.00338478124454074,Low
23800,296.2,307.3,1611,34.5,25,0.00338478124454074,Low
47535,303.6,313.0,1413,44.1,40,0.00338478124454074,Low
125354,300.9,310.9,1664,28.6,119,0.00338478124454074,Low
2675,298.7,309.5,1711,27.9,108,0.00338478124454074,Low
20394,301.5,310.7,1376,45.8,57,0.00338478124454074,Low
114406,298.2,308.3,1511,36.7,154,0.00338478124454074,Low
130144,302.0,310.9,1775,25.3,110,0.00338478124454074,Low
44334,299.9,309.2,1425,49.6,179,0.00338478124454074,Low
103819,301.4,310.9,1608,35.8,199,0.00338478124454074,Low
63394,302.5,312.0,1428,45.2,67,0.00338478124454074,Low
129854,298.7,309.2,1547,48.9,47,0.00338478124454074,Low
116756,301.5,310.6,1399,51.2,0,0.00338478124454074,Low
114659,300.5,311.3,1624,34.6,0,0.00338478124454074,Low
106116,299.6,310.2,1453,47.3,49,0.00338478124454074,Low
28905,300.6,310.5,1454,51.2,119,0.00338478124454074,Low
50607,297.6,308.4,1489,41.1,150,0.00338478124454074,Low
53866,300.9,310.4,1541,40.4,13,0.00338478124454074,Low
51526,298.6,308.6,1454,47.5,18,0.00338478124454074,Low
104471,302.8,310.9,1436,55.1,33,0.00338478124454074,Low
136141,302.5,310.4,1457,36.2,96,0.00338478124454074,Low
66479,300.1,310.3,1445,50.9,34,0.00338478124454074,Low
120749,300.9,310.7,1507,41.0,143,0.00338478124454074,Low
103108,297.1,308.2,1524,45.2,136,0.00338478124454074,Low
6560,298.3,308.0,1389,51.4,193,0.00338478124454074,Low
66999,296.2,307.3,1505,38.5,192,0.00338478124454074,Low
95968,300.3,311.7,1611,26.3,202,0.00338478124454074,Low
130992,301.0,311.3,2141,17.0,116,0.00338478124454074,Low
109156,297.0,307.7,1412,45.9,59,0.00338478124454074,Low
106172,302.3,312.0,1393,50.8,173,0.00338478124454074,Low
22579,296.8,307.9,1653,29.7,137,0.00338478124454074,Low
78475,299.3,310.4,1852,22.6,43,0.00338478124454074,Low
53023,298.1,308.9,1479,43.4,171,0.00338478124454074,Low
8011,299.9,309.8,1739,33.4,131,0.00338478124454074,Low
26402,300.9,310.4,2021,22.8,26,0.00338478124454074,Low
92865,302.6,312.0,1486,46.5,7,0.00338478124454074,Low
21962,300.3,311.4,1588,34.8,154,0.00338478124454074,Low
36080,300.0,309.3,1572,38.0,175,0.00338478124454074,Low
44440,301.4,310.9,1465,45.9,179,0.00338478124454074,Low
47430,300.0,309.6,1573,39.7,181,0.00338478124454074,Low
40888,298.3,309.5,1492,45.3,156,0.00338478124454074,Low
42638,299.5,309.2,1563,40.7,23,0.00338478124454074,Low
65074,298.3,308.5,1664,31.6,94,0.00338478124454074,Low
70198,300.3,310.4,1438,52.7,124,0.00338478124454074,Low
72591,300.3,311.6,1430,43.4,24,0.00338478124454074,Low
40333,301.9,311.0,1608,33.0,162,0.00338478124454074,Low
42089,298.0,309.1,1825,23.3,194,0.00338478124454074,Low
106699,297.3,308.5,1496,44.7,14,0.00338478124454074,Low
17794,296.8,307.6,1338,56.5,128,0.00338478124454074,Low
125199,300.8,312.2,1513,40.7,74,0.00338478124454074,Low
33586,298.1,307.7,1798,25.5,138,0.00338478124454074,Low
19357,301.3,310.1,1390,53.6,163,0.00338478124454074,Low
65214,298.5,308.0,1532,39.5,27,0.00338478124454074,Low
81829,300.3,311.3,1422,45.8,199,0.00338478124454074,Low
17618,300.7,309.5,1461,44.9,0,0.00338478124454074,Low
41120,302.0,310.7,1476,46.9,37,0.00338478124454074,Low
99979,298.9,308.7,1392,43.9,114,0.00338478124454074,Low
57034,300.1,310.5,1391,39.8,146,0.00338478124454074,Low
28814,301.5,310.6,1470,50.0,7,0.00338478124454074,Low
28583,300.2,311.6,1513,40.8,33,0.00338478124454074,Low
96691,300.5,311.9,1383,43.9,155,0.00338478124454074,Low
41860,298.5,308.2,1507,41.9,59,0.00338478124454074,Low
73456,297.4,308.4,1426,50.4,74,0.00338478124454074,Low
104350,300.4,311.3,1729,28.5,96,0.00338478124454074,Low
78131,301.3,310.0,1511,37.3,0,0.00338478124454074,Low
78957,300.8,311.0,1403,46.2,57,0.00338478124454074,Low
3321,298.0,309.1,1608,31.9,79,0.00338478124454074,Low
55374,299.6,310.9,2194,16.5,73,0.00338478124454074,Low
68841,296.9,307.6,1521,34.4,119,0.00338478124454074,Low
28599,301.9,311.0,1686,32.5,25,0.00338478124454074,Low
134754,301.1,312.0,1567,36.3,172,0.00338478124454074,Low
123966,302.5,311.9,1265,59.8,74,0.00338478124454074,Low
106912,301.3,310.9,1836,23.2,204,0.00338478124454074,Low
8452,297.7,309.2,1435,38.8,85,0.00338478124454074,Low
57248,299.3,309.0,1473,46.3,119,0.00338478124454074,Low
120606,300.1,311.4,1475,39.7,196,0.00338478124454074,Low
38270,297.9,309.0,1584,31.5,96,0.00338478124454074,Low
14271,300.4,311.7,1516,35.5,68,0.00338478124454074,Low
20903,301.3,310.4,1542,55.6,112,0.00338478124454074,Low
15600,301.5,310.7,1360,52.8,125,0.00338478124454074,Low
119002,300.7,310.0,1537,37.2,77,0.00338478124454074,Low
17940,298.5,309.7,1489,38.4,88,0.00338478124454074,Low
122125,300.3,309.2,1444,43.9,185,0.00338478124454074,Low
124836,298.0,309.0,1597,36.0,56,0.00338478124454074,Low
95914,296.8,307.4,1515,39.4,119,0.00338478124454074,Low
11256,301.2,310.3,1451,43.0,61,0.00338478124454074,Low
71163,299.1,309.0,1541,36.6,18,0.00338478124454074,Low
116678,297.8,309.8,1391,49.9,192,0.00338478124454074,Low
132655,301.3,310.7,1467,41.2,51,0.00338478124454074,Low
52153,298.9,308.9,1543,36.9,15,0.00338478124454074,Low
103653,302.4,311.8,1493,38.3,119,0.00338478124454074,Low
32206,297.3,308.1,1469,42.9,196,0.00338478124454074,Low
108426,301.5,310.9,1387,51.1,0,0.00338478124454074,Low
35199,302.4,312.0,1573,34.9,184,0.00338478124454074,Low
41611,299.5,308.7,1624,34.1,173,0.00338478124454074,Low
74583,300.7,310.7,1520,41.5,92,0.00338478124454074,Low
111371,298.3,308.3,1680,33.3,185,0.00338478124454074,Low
211,300.4,310.3,1568,35.6,127,0.00338478124454074,Low
66678,302.3,311.8,1487,43.2,137,0.00338478124454074,Low
35804,297.4,309.2,1421,44.5,179,0.00338478124454074,Low
67625,298.2,308.1,1892,21.6,64,0.00338478124454074,Low
71912,299.0,310.1,1620,34.8,59,0.00338478124454074,Low
11477,302.4,310.3,1653,30.8,127,0.00338478124454074,Low
44132,300.2,309.5,1441,43.2,137,0.00338478124454074,Low
14531,300.4,311.4,1597,36.9,160,0.00338478124454074,Low
4931,301.2,310.4,1489,40.5,115,0.00338478124454074,Low
123448,299.9,310.3,1505,40.7,85,0.00338478124454074,Low
105756,301.4,310.6,1578,39.0,26,0.00338478124454074,Low
39975,299.4,308.6,1680,30.3,156,0.00338478124454074,Low
122955,297.4,308.3,1335,44.7,115,0.00338478124454074,Low
77855,297.1,308.2,1389,48.7,189,0.00338478124454074,Low
114539,301.1,311.2,1589,35.6,137,0.00338478124454074,Low
48823,300.4,311.7,1545,37.3,124,0.00338478124454074,Low
74605,297.8,308.5,1541,46.3,49,0.00338478124454074,Low
98235,301.6,310.6,1624,33.6,160,0.00338478124454074,Low
100561,298.9,308.6,1443,43.2,79,0.00338478124454074,Low
128316,297.5,308.3,1501,36.6,74,0.00338478124454074,Low
104434,300.7,310.9,1650,29.4,119,0.00338478124454074,Low
47993,297.1,307.9,1834,23.8,75,0.00338478124454074,Low
80677,300.4,311.3,1463,46.7,133,0.00338478124454074,Low
67712,298.7,309.9,1631,31.1,40,0.00338478124454074,Low
127942,296.9,308.1,1681,29.9,17,0.00338478124454074,Low
89176,299.4,308.6,1455,45.9,26,0.00338478124454074,Low
77675,298.9,310.2,1520,38.0,228,0.00338478124454074,Low
117266,301.2,310.4,1596,39.6,74,0.00338478124454074,Low
16200,298.7,309.9,1430,49.1,45,0.00338478124454074,Low
35743,303.9,312.7,1419,46.2,192,0.00338478124454074,Low
9074,297.4,308.7,1670,28.0,119,0.00338478124454074,Low
116973,302.1,311.6,1401,55.2,46,0.00338478124454074,Low
120063,298.9,310.6,1501,37.1,146,0.00338478124454074,Low
30799,297.4,308.3,1429,47.3,21,0.00338478124454074,Low
80966,301.2,311.1,1544,39.3,104,0.00338478124454074,Low
56285,302.8,312.2,1451,36.8,162,0.00338478124454074,Low
30845,301.0,312.2,1377,43.0,51,0.00338478124454074,Low
82404,298.7,309.6,1580,42.2,34,0.00338478124454074,Low
43498,297.3,308.6,1578,32.7,16,0.00338478124454074,Low
32823,298.5,309.4,1369,52.4,97,0.00338478124454074,Low
538,301.0,310.7,1416,45.9,35,0.00338478124454074,Low
33434,303.6,312.6,1375,56.8,103,0.00338478124454074,Low
65843,297.0,307.6,1513,36.6,124,0.00338478124454074,Low
92502,300.8,311.2,1510,36.5,22,0.00338478124454074,Low
13700,299.3,310.6,1471,48.5,129,0.00338478124454074,Low
118232,302.3,311.4,1738,28.3,157,0.00338478124454074,Low
130442,302.6,312.2,1458,45.3,168,0.00338478124454074,Low
4744,298.2,309.0,1922,22.5,134,0.00338478124454074,Low
51604,298.8,310.0,1691,29.5,170,0.00338478124454074,Low
1961,301.3,310.8,1355,48.9,59,0.00338478124454074,Low
117949,298.1,308.6,1493,38.5,9,0.00338478124454074,Low
44814,300.7,310.6,1489,36.2,187,0.00338478124454074,Low
106533,299.0,310.0,1386,58.9,126,0.00338478124454074,Low
121154,299.2,308.6,1447,47.4,78,0.00338478124454074,Low
117785,298.8,309.9,1607,33.6,136,0.00338478124454074,Low
54794,296.4,307.1,1448,45.2,12,0.00338478124454074,Low
62068,298.4,309.2,1487,40.6,112,0.00338478124454074,Low
104267,301.2,310.7,1567,35.8,47,0.00338478124454074,Low
31198,298.2,307.7,1477,44.5,89,0.00338478124454074,Low
38955,303.9,312.5,1498,46.9,162,0.00338478124454074,Low
154,297.5,308.6,1518,33.0,190,0.00338478124454074,Low
35652,299.0,310.0,1337,62.5,146,0.00338478124454074,Low
26967,300.0,309.8,1474,37.7,78,0.00338478124454074,Low
43207,300.7,310.8,1754,45.3,84,0.00338478124454074,Low
22549,301.0,310.8,1540,43.2,121,0.00338478124454074,Low
76872,297.5,309.3,1515,36.0,72,0.00338478124454074,Low
22236,302.5,310.9,1398,50.5,146,0.00338478124454074,Low
61969,302.0,310.5,1446,47.2,146,0.00338478124454074,Low
16087,301.0,311.0,1553,46.7,21,0.00338478124454074,Low
54917,301.4,310.7,1372,56.0,168,0.00338478124454074,Low
17934,300.7,310.9,1477,41.5,100,0.00338478124454074,Low
72066,300.2,311.0,1491,38.2,147,0.00338478124454074,Low
99600,302.5,312.2,1542,39.9,15,0.00338478124454074,Low
91505,297.6,308.6,1486,35.5,88,0.00338478124454074,Low
15525,300.3,309.9,1435,54.8,70,0.00338478124454074,Low
493,299.7,309.4,1779,23.8,154,0.00338478124454074,Low
57918,301.5,311.0,1469,32.3,168,0.00338478124454074,Low
16258,297.8,307.3,1603,35.0,188,0.00338478124454074,Low
3883,300.6,310.4,1421,40.1,5,0.00338478124454074,Low
109654,299.7,309.3,1357,53.0,179,0.00338478124454074,Low
16711,297.9,307.6,1446,29.1,176,0.00338478124454074,Low
2152,300.7,310.0,1635,31.0,107,0.00338478124454074,Low
92093,298.1,307.7,1662,33.8,80,0.00338478124454074,Low
97194,301.0,312.3,1584,36.1,0,0.00338478124454074,Low
6678,298.3,308.8,1486,37.3,168,0.00338478124454074,Low
52282,302.6,310.3,1472,41.3,14,0.00338478124454074,Low
86143,300.1,311.4,1305,53.2,4,0.00338478124454074,Low
17422,300.5,310.2,1978,22.5,79,0.00338478124454074,Low
122417,300.3,310.7,1539,32.3,123,0.00338478124454074,Low
35405,299.5,311.0,1451,43.3,59,0.00338478124454074,Low
89363,299.4,309.3,1578,35.5,195,0.00338478124454074,Low
34383,301.9,310.4,1486,23.4,85,0.00338478124454074,Low
85556,297.2,308.6,1623,34.0,39,0.00338478124454074,Low
41171,297.6,308.4,1371,40.3,195,0.00338478124454074,Low
86097,301.5,310.6,1419,46.2,114,0.00338478124454074,Low
29439,298.0,309.1,1473,42.6,174,0.00338478124454074,Low
87574,299.5,309.0,1562,37.1,79,0.00338478124454074,Low
8338,299.8,309.5,1977,20.1,16,0.00338478124454074,Low
50671,298.5,308.4,1366,26.0,8,0.00338478124454074,Low
64130,301.3,310.5,1695,30.8,199,0.00338478124454074,Low
77183,302.2,311.4,1434,44.6,39,0.00338478124454074,Low
4419,300.6,311.7,1730,26.3,111,0.00338478124454074,Low
95138,302.4,312.0,1545,35.9,168,0.00338478124454074,Low
125094,298.2,308.4,1382,49.9,72,0.00338478124454074,Low
64597,301.3,311.0,1554,43.4,84,0.00338478124454074,Low
54468,300.1,309.2,1353,58.7,86,0.00338478124454074,Low
102075,300.2,309.7,1487,41.7,173,0.00338478124454074,Low
78849,299.1,309.4,1565,43.4,68,0.00338478124454074,Low
1423,300.5,312.0,1415,35.7,23,0.00338478124454074,Low
96275,297.2,308.0,1746,27.7,192,0.00338478124454074,Low
33803,303.2,311.3,1734,27.7,228,0.00338478124454074,Low
73550,301.2,311.1,1834,25.4,22,0.00338478124454074,Low
91488,295.6,306.2,1505,40.3,63,0.00338478124454074,Low
3495,303.7,312.8,1483,40.5,40,0.00338478124454074,Low
10859,303.6,312.6,1699,27.9,5,0.00338478124454074,Low
128945,302.6,312.4,1641,33.2,40,0.00338478124454074,Low
51249,300.3,310.7,1628,32.3,123,0.00338478124454074,Low
133017,300.7,310.1,1441,42.5,73,0.00338478124454074,Low
39241,298.8,308.6,1490,41.2,121,0.00338478124454074,Low
86899,298.9,309.7,1396,46.6,13,0.00338478124454074,Low
27706,298.8,309.5,1374,45.3,159,0.00338478124454074,Low
69113,300.9,310.9,1618,34.2,185,0.00338478124454074,Low
53302,300.2,311.6,1438,43.7,160,0.00338478124454074,Low
127361,301.4,310.9,1725,25.1,96,0.00338478124454074,Low
49912,298.3,309.4,1439,43.4,96,0.00338478124454074,Low
18223,298.7,308.4,1383,42.5,46,0.00338478124454074,Low
38363,298.8,309.7,1479,47.2,133,0.00338478124454074,Low
46002,301.0,310.9,1418,46.4,55,0.00338478124454074,Low
116765,303.8,313.2,1393,52.6,5,0.00338478124454074,Low
94559,299.4,308.6,1548,37.3,175,0.00338478124454074,Low
112840,298.6,309.6,1442,40.7,196,0.00338478124454074,Low
38146,301.3,309.7,1394,46.3,57,0.00338478124454074,Low
60191,300.5,310.7,1534,37.5,176,0.00338478124454074,Low
55782,300.9,310.7,1479,43.3,17,0.00338478124454074,Low
127698,300.2,311.6,1368,47.3,175,0.00338478124454074,Low
85416,299.9,309.3,1479,40.4,59,0.00338478124454074,Low
13668,297.3,308.9,1657,31.1,8,0.00338478124454074,Low
130678,300.8,310.7,1359,46.0,151,0.00338478124454074,Low
126305,297.2,308.1,1559,38.4,2,0.00338478124454074,Low
99626,297.8,308.8,1418,49.9,108,0.00338478124454074,Low
19964,299.1,308.8,1461,43.6,185,0.00338478124454074,Low
67072,301.9,310.5,1521,37.0,206,0.00338478124454074,Low
134425,300.0,309.0,1354,40.4,88,0.00338478124454074,Low
4219,297.8,307.5,1388,49.7,159,0.00338478124454074,Low
41131,298.2,307.6,1852,24.4,141,0.00338478124454074,Low
35106,296.9,307.8,1530,37.0,55,0.00338478124454074,Low
82494,302.3,310.8,1386,45.5,21,0.00338478124454074,Low
85577,300.7,310.5,1564,35.7,192,0.00338478124454074,Low
1209,302.3,311.1,1546,33.1,152,0.00338478124454074,Low
51779,297.5,309.4,1520,43.0,146,0.00338478124454074,Low
10864,301.6,310.5,1861,21.8,84,0.00338478124454074,Low
32569,296.9,307.7,1555,39.9,120,0.00338478124454074,Low
30531,300.8,310.7,1589,34.3,119,0.00338478124454074,Low
46838,298.8,309.9,1584,32.3,8,0.00338478124454074,Low
98483,300.9,310.0,1563,34.1,150,0.00338478124454074,Low
65321,299.4,309.1,1466,47.9,12,0.00338478124454074,Low
129096,299.3,308.6,1353,48.0,32,0.00338478124454074,Low
110530,302.3,311.5,1658,32.3,150,0.00338478124454074,Low
2044,300.6,310.6,1471,46.0,201,0.00338478124454074,Low
26424,295.8,306.3,1444,40.1,76,0.00338478124454074,Low
4539,301.3,311.0,1505,47.2,190,0.00338478124454074,Low
47443,297.2,308.0,1678,29.6,114,0.00338478124454074,Low
136090,301.6,310.9,1538,40.4,9,0.00338478124454074,Low
104535,298.0,308.5,1263,68.0,70,0.00338478124454074,Low
61733,298.7,310.1,1576,35.6,179,0.00338478124454074,Low
25219,302.4,310.2,1384,48.6,157,0.00338478124454074,Low
47146,298.4,308.2,1604,42.5,2,0.00338478124454074,Low
3887,297.7,308.4,1538,38.9,61,0.00338478124454074,Low
68058,301.9,310.9,1639,33.1,17,0.00338478124454074,Low
78356,298.9,310.0,1429,36.6,129,0.00338478124454074,Low
130215,298.9,308.7,1558,46.2,110,0.00338478124454074,Low
118714,302.4,310.1,1439,43.9,156,0.00338478124454074,Low
91830,298.4,308.7,1501,41.6,128,0.00338478124454074,Low
22011,300.5,311.9,1376,50.6,54,0.00338478124454074,Low
90156,303.7,312.7,1402,50.0,173,0.00338478124454074,Low
83525,300.7,310.9,1563,38.1,143,0.00338478124454074,Low
97054,297.3,308.3,1378,49.1,128,0.00338478124454074,Low
9021,299.4,309.1,1495,47.8,55,0.00338478124454074,Low
98730,302.5,311.2,1627,31.2,2,0.00338478124454074,Low
22742,301.2,310.3,1451,39.7,119,0.00338478124454074,Low
132135,301.0,310.8,1518,43.2,20,0.00338478124454074,Low
32931,303.7,313.0,1607,42.1,2,0.00338478124454074,Low
122963,300.3,310.0,1742,25.9,0,0.00338478124454074,Low
5544,299.3,308.6,1438,39.1,67,0.00338478124454074,Low
62997,299.8,309.4,1634,27.5,25,0.00338478124454074,Low
27264,302.3,310.8,1467,45.5,162,0.00338478124454074,Low
35537,298.8,308.5,1528,33.7,52,0.00338478124454074,Low
13533,301.5,310.6,1495,35.8,126,0.00338478124454074,Low
30327,298.3,308.0,1353,62.0,98,0.00338478124454074,Low
3947,300.0,310.1,1465,41.6,197,0.00338478124454074,Low
23088,299.2,308.4,1529,32.2,50,0.00338478124454074,Low
134387,298.2,308.8,1456,41.2,74,0.00338478124454074,Low
91673,300.0,311.8,1742,26.0,9,0.00338478124454074,Low
93355,298.6,308.2,1523,37.5,181,0.00338478124454074,Low
47266,297.3,308.3,1590,41.9,23,0.00338478124454074,Low
39728,297.9,307.5,1417,52.1,36,0.00338478124454074,Low
70602,300.5,311.8,1670,26.3,89,0.00338478124454074,Low
103864,300.1,311.3,1233,64.0,98,0.00338478124454074,Low
134947,300.5,311.1,1551,36.7,148,0.00338478124454074,Low
69617,300.9,310.8,1611,35.7,20,0.00338478124454074,Low
69214,300.0,309.8,1388,51.9,80,0.00338478124454074,Low
2415,300.5,310.7,1413,39.6,121,0.00338478124454074,Low
81920,300.6,310.4,1465,51.7,119,0.00338478124454074,Low
15457,298.2,307.8,1569,33.8,164,0.00338478124454074,Low
88720,300.1,311.4,1430,41.6,93,0.00338478124454074,Low
37325,302.6,312.1,1344,51.0,196,0.00338478124454074,Low
54232,297.2,308.7,1474,44.6,64,0.00338478124454074,Low
129663,302.0,310.7,2157,17.7,17,0.00338478124454074,Low
125017,297.6,309.5,1924,52.4,25,0.00338478124454074,Low
133710,297.3,308.1,1395,44.4,214,0.00338478124454074,Low
75663,302.2,312.1,1496,36.7,0,0.00338478124454074,Low
128435,301.5,311.0,1439,51.1,105,0.00338478124454074,Low
97285,299.5,310.7,1386,53.5,5,0.00338478124454074,Low
20817,298.2,307.6,1517,36.7,82,0.00338478124454074,Low
134840,300.1,309.4,1426,44.9,46,0.00338478124454074,Low
14253,298.2,308.8,1517,36.1,215,0.00338478124454074,Low
38991,301.0,310.9,1813,28.5,0,0.00338478124454074,Low
70105,299.8,310.1,1383,50.6,177,0.00338478124454074,Low
87187,300.2,311.7,1511,35.8,82,0.00338478124454074,Low
83763,301.0,310.9,1636,34.6,150,0.00338478124454074,Low
74145,301.8,311.0,1642,33.3,4,0.00338478124454074,Low
46206,298.5,309.5,1518,34.3,77,0.00338478124454074,Low
14425,301.8,311.0,1439,41.7,12,0.00338478124454074,Low
82010,298.2,307.7,1498,36.6,80,0.00338478124454074,Low
104232,299.0,310.3,1375,47.3,146,0.00338478124454074,Low
69849,298.9,310.0,1347,56.0,0,0.00338478124454074,Low
44936,300.7,310.2,1628,35.2,15,0.00338478124454074,Low
90080,298.7,309.6,1755,26.9,13,0.00338478124454074,Low
30861,301.4,310.3,1491,42.6,171,0.00338478124454074,Low
30800,300.9,310.8,1352,46.4,183,0.00338478124454074,Low
13345,300.0,311.2,1493,41.2,60,0.00338478124454074,Low
48658,298.2,308.2,1707,29.1,13,0.00338478124454074,Low
40759,298.8,309.8,1607,33.7,71,0.00338478124454074,Low
26288,301.4,311.1,1609,35.7,166,0.00338478124454074,Low
70676,301.7,309.9,1456,39.2,85,0.00338478124454074,Low
54160,299.7,309.1,1470,50.3,171,0.00338478124454074,Low
53669,297.5,308.4,1487,46.5,156,0.00338478124454074,Low
20421,301.6,311.0,1711,26.6,144,0.00338478124454074,Low
9858,301.5,310.6,1753,24.8,208,0.00338478124454074,Low
135524,299.3,308.9,1438,40.5,174,0.00338478124454074,Low
55913,303.5,312.0,1452,49.0,32,0.00338478124454074,Low
23387,298.8,309.5,1456,50.0,75,0.00338478124454074,Low
30673,299.7,309.2,1630,30.9,142,0.00338478124454074,Low
23624,299.3,308.7,1535,40.5,213,0.00338478124454074,Low
41362,298.8,310.1,1429,74.5,179,0.00338478124454074,Low
89066,298.2,308.5,1371,53.2,153,0.00338478124454074,Low
32143,297.2,308.5,1385,50.9,181,0.00338478124454074,Low
9976,302.2,311.3,1465,47.5,142,0.00338478124454074,Low
68252,300.8,312.0,1485,38.8,9,0.00338478124454074,Low
97452,300.1,309.6,1501,44.0,137,0.00338478124454074,Low
21587,298.9,310.1,1607,31.8,103,0.00338478124454074,Low
22691,302.4,310.7,1546,40.9,157,0.00338478124454074,Low
13178,302.3,311.5,1564,36.9,127,0.00338478124454074,Low
32916,299.3,310.8,1826,25.1,2,0.00338478124454074,Low
