id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine failure
41440,L54181,L,300.5,310.6,1493,38.5,74,0,0,0,0,0,0
123226,L50492,L,301.4,310.4,1639,28.9,117,0,0,0,0,0,0
17932,L53056,L,301.2,311.0,1535,38.0,123,0,0,0,0,0,0
61109,L55516,L,298.7,309.7,1751,26.2,23,0,0,0,0,0,0
2484,M18682,M,302.4,311.0,1447,44.2,106,0,0,0,0,0,0
67541,L47962,L,296.8,307.9,1463,47.9,50,0,0,0,0,0,0
10160,L53414,L,301.2,310.8,1524,43.5,155,0,0,0,0,0,0
132265,L53987,L,301.0,310.8,1549,41.4,7,0,0,0,0,0,0
133733,L55638,L,298.8,309.9,1532,38.5,42,0,0,0,0,0,0
28277,L56394,L,298.0,309.1,1508,33.7,92,0,0,0,0,0,0
27630,L56647,L,298.6,309.3,1470,27.6,143,0,0,0,0,0,0
50,M16902,M,299.1,308.9,1397,52.4,124,0,0,0,0,0,0
108542,L51975,L,303.8,312.5,1281,60.3,150,0,0,0,0,0,0
84881,L49948,L,300.0,309.5,1675,52.6,11,0,0,0,0,0,0
65060,M19093,M,302.2,310.9,1349,53.4,58,0,0,0,0,0,0
100789,L53412,L,301.1,310.8,1551,35.3,155,0,0,0,0,0,0
61395,L49921,L,299.7,309.0,1708,29.6,158,0,0,0,0,0,0
13211,M19269,M,302.4,310.1,1432,46.2,61,0,0,0,0,0,0
20155,L53659,L,300.6,309.8,1386,42.7,147,0,0,0,0,0,0
113445,L55171,L,301.1,312.2,1348,56.2,126,0,0,0,0,0,0
119922,M17047,M,299.6,309.1,1472,47.5,57,0,0,0,0,0,0
19098,H32073,H,299.8,309.3,1595,37.9,120,0,0,0,0,0,0
103600,L48586,L,298.9,310.1,1442,36.3,9,0,0,0,0,0,0
107254,L51290,L,302.0,310.8,1372,52.5,189,0,0,0,0,1,0
31257,L47810,L,298.3,310.0,1636,30.6,101,0,0,0,0,0,0
130689,L55839,L,297.5,308.4,1674,31.6,128,0,0,0,0,0,0
16134,M16341,M,298.2,309.2,2245,15.9,168,0,0,0,0,0,0
115530,L51617,L,302.4,310.2,1418,51.3,0,0,0,0,0,0,0
95797,M23389,M,298.6,309.4,1569,33.3,39,0,0,0,0,0,0
22737,L55983,L,297.4,308.5,1486,40.5,75,0,0,0,0,0,0
21497,H31774,H,299.3,308.5,1388,53.2,59,0,0,0,0,0,0
18339,L49216,L,299.0,308.6,1433,52.0,96,0,0,0,0,0,0
31072,L55981,L,297.4,308.6,1515,40.1,24,0,0,0,0,0,0
93573,L49488,L,299.1,308.5,1371,43.2,159,0,0,0,0,0,0
47306,L51545,L,302.0,310.0,1449,42.0,181,0,0,0,0,0,0
43744,L49993,L,299.7,309.2,1576,38.4,118,0,0,0,0,0,0
47043,L56278,L,297.3,308.1,1478,47.3,0,0,0,0,0,0,0
10848,L56584,L,298.0,308.3,1458,46.1,181,0,0,0,0,0,0
3303,L56461,L,298.2,308.9,1596,36.2,49,0,0,0,0,0,0
43286,L48603,L,298.7,309.8,1539,39.5,2,0,0,0,0,0,0
72683,L56893,L,298.9,310.0,1394,45.5,104,0,0,0,0,0,0
98675,H30459,H,296.5,307.9,1403,47.8,57,0,0,0,0,0,0
46112,L54577,L,299.7,310.6,1457,36.8,144,0,0,0,0,0,0
65262,L53391,L,300.9,310.8,1593,37.0,91,0,0,0,0,0,0
80762,L57035,L,298.6,309.4,1516,38.8,98,0,0,0,0,0,0
3453,H39392,H,298.8,308.3,1435,43.2,141,0,0,0,0,0,0
116489,L50500,L,301.5,310.5,1657,31.3,98,0,0,0,0,0,0
80277,L53243,L,301.1,311.1,1521,35.3,130,0,0,0,0,0,0
94804,M22921,M,300.2,311.6,1465,41.4,127,0,0,0,0,0,0
10008,L54099,L,301.0,311.5,1491,39.3,114,0,0,0,0,0,0
54803,M18028,M,300.4,309.6,1614,42.1,152,0,0,0,0,0,0
51743,H38486,H,297.2,308.1,1470,27.2,140,0,0,0,0,0,0
72465,L48343,L,296.9,307.9,1367,57.4,204,0,0,0,1,0,1
23551,L56146,L,297.1,307.8,1373,41.7,92,0,0,0,0,0,0
76344,L55891,L,297.1,308.5,1534,37.3,50,0,0,0,0,0,0
75690,L54699,L,300.2,311.6,1687,28.0,85,0,0,0,0,0,0
109764,L54820,L,300.5,311.6,1434,47.0,114,0,0,0,0,0,0
4543,L57122,L,298.4,308.1,1451,43.8,78,0,0,0,0,0,0
25786,M14894,M,299.9,309.1,1872,24.7,95,0,0,0,0,0,0
105277,L55753,L,297.6,308.4,1564,38.2,130,0,0,0,0,0,0
65046,L50541,L,301.5,310.6,1678,34.2,74,0,0,0,0,0,0
6025,L54632,L,300.3,311.7,1567,36.3,64,0,0,0,0,0,0
136226,L48218,L,296.6,307.6,1639,30.2,0,0,0,0,0,0,0
62318,L49197,L,298.7,308.5,1521,34.1,46,0,0,0,0,0,0
112079,M21926,M,300.8,310.7,1387,42.1,167,0,0,0,0,0,0
129368,L48358,L,297.3,308.5,1398,57.3,12,0,0,0,0,0,0
81529,M24351,M,298.6,309.6,1489,46.2,212,0,0,0,0,0,0
5019,H39169,H,298.5,309.7,1380,50.3,37,0,0,0,0,0,0
97345,L56782,L,298.9,310.1,1699,32.1,61,0,0,0,0,0,0
59563,L52600,L,302.6,312.3,1532,39.9,44,0,0,0,0,0,0
81482,L47356,L,298.2,308.1,1463,41.0,168,0,0,0,0,0,0
85925,M19938,M,304.1,313.1,1397,47.1,115,0,0,0,0,0,0
23580,H36467,H,300.8,310.5,1507,42.7,20,0,0,0,0,0,0
120981,L50166,L,300.6,309.5,1455,48.0,128,0,0,0,0,0,0
19224,M21161,M,301.2,310.6,1459,36.6,2,0,0,0,0,0,0
17689,L49741,L,299.4,309.2,1556,39.7,76,0,0,0,0,0,0
45383,H36996,H,300.4,311.3,1592,35.0,51,0,0,0,0,0,0
103204,L50973,L,302.3,310.9,1268,49.3,34,0,0,0,0,0,1
110078,L53716,L,301.3,310.4,1667,27.7,2,0,0,0,0,0,0
42505,M20900,M,300.7,310.9,1385,46.2,103,0,0,0,0,0,0
55560,L53455,L,301.3,310.8,1328,55.4,0,0,0,0,0,0,0
114609,M16233,M,298.8,310.3,1366,59.0,148,0,0,0,0,0,0
116238,L56176,L,297.2,307.9,1419,39.8,164,0,0,0,0,0,0
1348,L50935,L,302.2,311.0,1658,30.6,102,0,0,0,0,0,0
34709,L50599,L,301.6,310.8,1435,42.4,142,0,0,0,0,0,0
20569,M24225,M,298.0,308.7,1446,45.8,65,0,0,0,0,0,0
13136,L49645,L,298.9,308.5,1366,45.9,30,0,0,0,0,0,0
87909,H33781,H,302.0,310.6,1790,27.8,146,0,0,0,0,0,0
112862,L48035,L,296.9,307.7,1513,38.4,13,0,0,0,0,0,0
76380,L56363,L,297.9,309.0,1588,33.7,176,0,0,0,0,0,0
65965,L55988,L,297.3,308.7,1212,67.5,106,0,0,0,0,0,0
15932,L47905,L,297.4,308.8,1611,32.1,156,0,0,0,0,0,0
98419,H34220,H,303.6,312.5,1375,51.6,186,0,0,0,0,0,0
48316,L47887,L,296.9,307.8,1547,33.5,120,0,0,0,0,0,0
100622,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,1,0,1
21001,M18249,M,301.5,310.9,1546,43.2,56,0,0,0,0,0,0
105352,M23846,M,297.1,307.8,1439,41.2,137,0,0,0,0,0,0
40633,H32524,H,300.4,309.7,1466,39.8,184,0,0,0,0,0,0
44447,L56634,L,298.4,309.2,1446,45.4,112,0,0,0,0,0,0
63789,L51926,L,303.2,311.2,1498,45.6,7,0,0,0,0,0,0
111828,L48318,L,296.9,307.9,1515,40.8,57,0,0,0,0,0,0
21425,L50162,L,300.5,309.8,1439,27.7,7,0,0,0,0,0,0
73291,L49078,L,297.8,307.7,1639,35.7,156,0,0,0,0,0,0
44893,M17683,M,300.3,309.3,1567,36.7,137,0,0,0,0,0,0
26344,L55694,L,298.4,309.7,1447,45.1,185,0,0,0,0,0,0
49794,L49870,L,300.0,309.5,1532,37.1,37,0,0,0,0,0,0
24413,M17531,M,299.7,309.4,1540,39.6,221,0,0,0,0,0,0
97261,L52037,L,303.7,312.1,1448,46.7,103,0,0,0,0,0,0
129356,L56398,L,297.7,308.8,1412,50.2,103,0,0,0,0,0,0
44811,L55628,L,298.5,310.0,1725,28.4,19,0,0,0,0,0,0
97064,L47583,L,297.4,308.6,1558,38.8,143,0,0,0,0,0,0
85827,L56220,L,297.3,308.3,1456,47.7,24,0,0,0,0,0,0
55500,H36416,H,300.5,310.6,1435,42.5,50,0,0,0,0,0,0
96927,L49661,L,299.0,308.6,1378,47.8,96,0,0,0,0,0,0
130258,H33087,H,302.3,311.5,1634,44.5,152,0,0,0,0,0,0
87201,L53856,L,301.5,310.7,1401,50.7,222,0,0,0,0,0,0
19879,M20585,M,302.3,311.8,1413,46.4,185,0,0,0,0,0,0
78462,M21352,M,300.8,309.9,1515,41.7,180,0,0,0,0,0,0
94763,M24395,M,299.3,310.5,1595,35.8,104,0,0,0,0,0,0
124076,L53040,L,301.3,310.9,1359,53.1,82,0,0,0,0,0,0
110985,L50490,L,301.3,310.4,1346,46.7,202,0,0,0,0,0,0
66745,L51284,L,302.0,310.6,1428,43.4,169,0,0,0,0,0,0
3123,L56250,L,297.0,308.1,1448,44.4,85,0,0,0,0,0,0
35124,L47311,L,298.8,308.4,1475,43.5,137,0,0,0,0,0,0
104795,L54561,L,299.7,310.3,1495,43.1,158,0,0,0,0,0,0
122464,M17863,M,300.4,309.6,1342,59.4,166,0,0,0,0,0,0
38637,L50731,L,301.9,310.9,1486,45.4,54,0,0,0,0,0,0
88609,L49181,L,298.4,308.2,1684,27.7,11,0,0,0,0,0,0
17435,M20797,M,300.5,310.5,1470,45.3,68,0,0,0,0,0,0
116313,M18782,M,302.5,311.4,1318,55.2,155,0,0,0,0,0,0
55971,L56698,L,298.8,309.2,1482,41.2,43,0,0,0,0,0,0
91065,L56392,L,297.9,308.9,1387,56.4,90,0,0,0,0,0,0
93483,H37675,H,299.1,310.4,1683,33.2,98,0,0,0,0,0,0
45139,L50232,L,300.1,309.2,1487,46.6,61,0,0,0,0,0,0
86219,L57126,L,298.4,307.9,1502,37.6,103,0,0,0,0,0,0
74400,L49680,L,299.0,308.9,1617,32.3,223,0,0,0,0,0,0
10197,L53535,L,300.1,309.7,1544,37.9,34,0,0,0,0,0,0
85103,L51149,L,302.3,311.4,1626,30.0,192,0,0,0,0,0,0
26,H39350,H,298.3,308.2,1534,33.2,2,0,0,0,0,0,0
78205,L51476,L,301.8,310.2,1636,35.8,215,0,0,0,0,0,0
28344,L47528,L,297.5,308.4,1469,43.7,28,0,0,0,0,0,0
59076,L50712,L,301.8,310.9,1486,45.8,6,0,0,0,0,0,0
46800,L47345,L,298.5,308.4,1333,48.4,8,0,0,0,0,0,0
51603,L53886,L,301.4,310.6,1531,36.2,72,0,0,0,0,0,0
61117,L54719,L,300.2,311.3,1828,25.8,73,0,0,0,0,0,0
44091,L56257,L,297.3,308.1,1474,50.4,23,0,0,0,0,0,0
95120,L48994,L,298.1,307.7,1477,34.1,138,0,0,0,0,0,0
57823,M21555,M,301.7,311.0,1311,44.0,42,0,0,0,0,0,0
28952,L48539,L,298.7,310.2,1704,28.6,54,0,0,0,0,0,0
107581,L56736,L,299.5,310.8,1592,35.0,154,0,0,0,0,0,0
49391,L53797,L,301.6,310.7,1517,40.6,101,0,0,0,0,0,0
119398,L54828,L,300.4,311.4,1478,44.1,135,0,0,0,0,0,0
94369,M17609,M,299.7,309.3,1466,44.8,181,0,0,0,0,0,0
132040,L51220,L,302.0,310.8,1444,42.6,171,0,0,0,0,0,0
78495,L57140,L,298.2,307.8,1664,28.6,181,0,0,0,0,0,0
80293,M19741,M,303.7,312.6,1526,44.7,162,0,0,0,0,0,0
39893,M23303,M,298.7,309.7,1551,34.7,194,0,0,0,0,0,0
11274,L47558,L,297.3,308.4,1736,26.5,123,0,0,0,0,0,0
21617,M22511,M,300.5,311.5,1476,47.0,7,0,0,0,0,0,0
11371,H38884,H,298.6,309.4,1459,47.1,149,0,0,0,0,0,0
102906,L54735,L,300.3,311.3,1332,60.5,192,0,0,0,0,0,0
13398,L55238,L,300.3,311.9,1490,44.9,50,0,0,0,0,0,0
21914,L49799,L,299.6,309.1,1569,40.8,73,0,0,0,0,0,0
93534,M23754,M,297.5,308.7,1446,44.0,127,0,0,0,0,0,0
120130,L47905,L,297.4,308.8,1544,41.2,142,0,0,0,0,0,0
80384,L48520,L,298.6,310.2,1425,45.9,10,0,0,0,0,0,0
120772,M23843,M,297.0,307.7,1315,51.1,130,0,0,0,0,0,0
39272,L53270,L,300.9,310.8,1631,29.1,14,0,0,0,0,0,0
84961,L48035,L,296.9,307.8,1781,27.3,14,0,0,0,0,0,0
115491,M21644,M,301.3,310.7,1360,48.0,61,0,0,0,0,0,0
57071,L51252,L,301.9,310.9,1411,46.3,5,0,0,0,0,0,0
52463,H38189,H,298.0,308.6,1536,38.7,107,0,0,0,0,0,0
3948,L51377,L,302.4,311.0,1573,36.5,15,0,0,0,0,0,0
123283,M19488,M,303.0,311.2,1597,40.0,191,0,0,0,0,0,0
83726,L47499,L,297.8,308.4,1356,50.0,183,0,0,0,0,0,0
54594,M24250,M,297.4,308.1,1610,34.8,146,0,0,0,0,0,0
73200,L53283,L,300.8,311.0,1463,41.0,51,0,0,0,0,0,0
58742,L51645,L,302.5,310.6,1580,35.8,198,0,0,0,0,0,0
8236,M19269,M,302.4,310.1,1358,53.6,61,0,1,0,0,0,1
93295,L54167,L,300.7,311.1,1608,32.5,163,0,0,0,0,0,0
117044,L48345,L,297.1,308.1,1474,47.8,208,0,0,0,0,0,0
130456,L55125,L,300.8,311.7,1455,40.6,12,0,0,0,0,0,0
51339,M17806,M,300.6,309.5,1543,30.5,94,0,0,0,0,0,0
16525,L55315,L,299.6,311.0,1554,36.3,100,0,0,0,0,0,0
84571,L56426,L,298.3,308.9,1862,39.0,172,0,0,0,0,0,0
125694,M18654,M,302.2,310.8,1356,48.3,18,0,0,0,0,0,0
74351,M19407,M,302.5,310.4,1466,53.4,196,0,0,0,0,0,0
7647,L47721,L,297.4,309.4,1611,34.9,96,0,0,0,0,0,0
89323,L49211,L,298.8,308.5,1471,45.7,81,0,0,0,0,0,0
77737,L56874,L,298.9,310.0,1643,36.9,58,0,0,0,0,0,0
133762,L55369,L,299.7,311.0,1451,21.0,201,0,0,0,0,0,0
82724,L57141,L,298.2,307.9,1749,28.9,179,0,0,0,0,0,0
119140,L51375,L,302.5,311.0,1540,35.0,186,0,0,0,0,0,0
116741,L49514,L,299.2,308.4,1445,44.5,224,0,0,0,0,0,0
49823,L54658,L,300.2,311.4,1506,36.0,23,0,0,0,0,0,0
47561,L53141,L,300.5,310.7,1528,40.0,123,0,0,0,0,0,0
120580,L53065,L,300.9,311.1,1545,35.4,143,0,0,0,0,0,0
32189,M23722,M,298.0,309.2,1761,41.7,35,0,0,0,0,0,0
48582,L47892,L,297.5,308.9,1445,45.7,116,0,0,0,0,0,0
82458,M23799,M,297.3,308.4,1822,21.8,21,0,0,0,0,0,0
91319,L48228,L,296.5,307.6,1331,47.8,104,0,0,0,0,0,0
104618,L55802,L,297.5,308.3,1544,43.9,29,0,0,0,0,0,0
21449,H39163,H,298.7,309.6,1412,40.0,192,0,0,0,0,0,0
63338,L47286,L,298.8,308.7,1268,69.0,70,0,0,1,0,0,1
62440,L52782,L,302.5,312.0,1356,47.9,96,0,0,0,0,0,0
97270,L56543,L,297.9,308.5,1619,33.0,61,0,0,0,0,0,0
84366,H36275,H,300.7,311.0,1453,41.9,171,0,0,0,0,0,0
79882,M21687,M,300.9,310.9,1800,28.9,170,0,0,0,0,0,0
67017,L54619,L,300.2,311.4,1493,41.4,28,0,0,0,0,0,0
118801,H35398,H,300.7,310.8,1452,46.9,23,0,0,0,0,0,0
32798,M19416,M,302.7,310.6,1511,35.2,7,0,0,0,0,0,0
130951,M16557,M,297.9,307.6,1636,35.4,37,0,0,0,0,0,0
95702,H35402,H,300.7,310.8,1809,24.1,204,0,0,0,0,0,0
82774,L55071,L,300.8,312.2,1376,46.2,186,0,0,0,0,0,0
72206,L49684,L,299.2,309.0,1491,40.3,15,0,0,0,0,0,0
121292,L48328,L,297.1,308.0,1493,37.2,162,0,0,0,0,0,0
84749,L56876,L,298.9,309.9,1619,39.8,24,0,0,0,0,0,0
85634,L52482,L,303.9,313.1,1294,57.2,74,0,0,0,0,0,0
135424,L53136,L,300.7,310.8,1570,37.1,113,0,0,0,0,0,0
5819,L51841,L,303.3,311.3,1610,32.9,124,0,0,0,0,0,0
71842,L48634,L,299.0,310.3,1582,30.7,148,0,0,0,0,0,0
13987,L48983,L,298.1,307.7,1401,50.4,111,0,0,0,0,0,0
74034,L54964,L,300.3,311.6,1501,40.8,143,0,0,0,0,0,0
20338,M17672,M,300.0,309.3,1711,26.2,117,0,0,0,0,0,0
8329,M17357,M,298.9,308.9,1441,43.6,206,0,0,0,0,0,0
39665,L53007,L,301.1,311.1,1559,35.9,0,0,0,0,0,0,0
46422,H30090,H,298.4,310.1,1533,37.6,92,0,0,0,0,0,0
63793,L47805,L,298.4,310.1,1545,36.3,90,0,0,0,0,0,0
67301,H34989,H,302.4,312.0,1345,56.9,18,0,0,0,0,0,0
54444,L53547,L,300.0,309.7,1395,47.8,61,0,0,0,0,0,0
92483,L55451,L,299.1,310.7,1309,51.1,155,0,0,0,0,0,0
63916,L49322,L,299.4,308.9,1436,43.1,16,0,0,0,0,0,0
102153,L55162,L,301.0,312.3,1488,38.7,107,0,0,0,0,0,0
50700,L48407,L,297.1,308.4,1422,43.1,26,0,0,0,0,0,0
1520,M23167,M,298.7,310.1,1529,42.1,153,0,0,0,0,0,0
96541,L49380,L,299.8,309.2,1603,35.2,180,0,0,0,0,0,0
26716,M23449,M,297.5,307.8,1368,53.8,173,0,0,0,0,0,0
81231,M15535,M,297.8,309.1,1424,42.7,158,0,0,0,0,0,0
58033,L48846,L,297.9,307.9,1425,44.9,15,0,0,0,0,0,0
70021,L51382,L,302.4,311.0,1555,45.9,0,0,0,0,0,0,0
85066,M19866,M,303.8,312.8,1366,47.3,85,0,0,0,0,0,0
31261,M23146,M,298.8,310.7,1543,34.6,111,0,0,0,0,0,0
51420,L52912,L,302.3,311.7,1545,36.4,204,0,0,0,0,0,0
72568,L55277,L,300.2,311.7,1499,38.5,155,0,0,0,0,0,0
44991,L54781,L,300.4,311.2,1605,37.9,18,0,0,0,0,0,0
52604,H34720,H,304.0,313.2,1432,51.8,11,0,0,0,0,0,0
94602,L55890,L,297.1,308.5,1487,48.1,0,0,0,0,0,0,0
20342,L49727,L,299.2,309.2,1328,51.9,116,0,0,0,0,0,0
52238,L52608,L,302.8,312.4,1725,26.7,66,0,0,0,0,0,0
47975,H30686,H,298.0,309.4,1364,47.5,179,0,0,0,0,0,0
77086,L52331,L,304.2,313.6,1464,38.9,17,0,0,0,0,0,0
87063,L49390,L,299.6,309.1,1563,41.5,118,0,0,0,0,0,0
28071,L53904,L,301.3,310.6,1491,37.9,113,0,0,0,0,0,0
128705,L54418,L,299.8,310.0,1697,47.3,185,0,0,0,0,0,0
75264,L53162,L,300.7,310.8,1598,37.2,76,0,0,0,0,0,0
80239,M21195,M,300.4,309.8,1430,43.4,202,0,0,0,0,0,0
58449,M23080,M,299.1,310.6,1417,53.5,69,0,0,0,0,0,0
77450,L50316,L,300.4,309.5,1421,54.8,70,0,0,0,0,0,1
118023,L54666,L,300.3,311.7,1635,31.8,31,0,0,0,0,0,0
57142,M15347,M,297.4,309.1,1463,32.0,183,0,0,0,0,0,0
22902,M19363,M,302.4,310.2,1633,33.5,43,0,0,0,0,0,0
104560,L56448,L,298.2,308.8,1384,53.9,30,0,0,0,0,0,0
26379,L53497,L,300.9,310.6,1534,37.2,142,0,0,0,0,0,0
11501,L48256,L,296.9,307.7,1453,35.8,5,0,0,0,0,0,0
84423,L47390,L,298.4,308.6,1318,59.4,155,0,0,0,0,0,0
112212,L49684,L,299.1,309.1,1468,33.1,2,0,0,0,0,0,0
3380,M23918,M,297.4,308.2,1459,41.2,158,0,0,0,0,0,0
102253,L55009,L,300.2,311.6,1558,31.6,173,0,0,0,0,0,0
52132,M23209,M,298.7,309.5,1430,51.7,183,0,0,0,0,0,0
132315,M21068,M,300.9,310.7,1418,44.3,84,0,0,0,0,0,0
25936,M17183,M,299.2,308.7,1401,38.2,198,0,0,0,0,0,0
36662,L53296,L,300.8,311.0,1436,43.3,84,0,0,0,0,0,0
86363,L54540,L,299.9,310.4,1630,30.2,50,0,0,0,0,0,0
17531,L55251,L,300.5,312.0,1607,29.5,106,0,0,0,0,0,0
81729,H29610,H,299.0,308.5,1531,37.2,126,0,0,0,0,0,0
108732,M18104,M,301.0,309.9,1397,48.0,135,0,0,0,0,0,0
7169,L49776,L,299.0,308.7,1892,21.0,16,0,0,0,0,0,0
101301,L48404,L,297.1,308.3,1488,41.5,139,0,0,0,0,0,0
64575,L51429,L,302.6,310.9,1330,62.9,97,0,0,1,0,0,1
70012,L53941,L,301.5,310.8,1400,49.2,2,0,0,0,0,0,0
125413,L56314,L,297.7,308.7,1560,36.6,95,0,0,0,0,0,0
78994,L55040,L,300.5,312.0,1415,45.3,23,0,0,0,0,0,0
1088,L53953,L,301.3,310.8,1951,23.5,33,0,0,0,0,0,0
134724,L53141,L,300.3,310.7,1604,34.1,59,0,0,0,0,0,0
57963,L49410,L,299.4,308.6,1455,41.5,173,0,0,0,0,0,0
104707,M17204,M,299.1,308.3,1589,30.9,19,0,0,0,0,0,0
124952,L48005,L,296.6,307.4,1470,40.7,15,0,0,0,0,0,0
72466,L55416,L,299.1,310.6,1619,33.3,88,0,0,0,0,0,0
136333,L51424,L,302.4,310.9,1603,39.6,86,0,0,0,0,0,0
106814,M17017,M,299.4,309.0,1499,42.5,204,0,0,0,0,0,0
32688,M17713,M,300.6,309.3,1539,47.3,216,0,0,0,0,0,0
129687,L48836,L,297.8,307.5,1633,34.6,154,0,0,0,0,0,0
72676,L56911,L,298.9,310.1,1568,36.9,202,0,0,0,0,0,0
120882,L51551,L,302.0,309.8,1480,40.0,74,0,0,0,0,0,0
75406,L56018,L,297.5,309.0,1504,43.1,179,0,0,0,0,0,0
28901,L54221,L,300.6,310.4,1309,61.8,106,0,0,0,0,0,0
89672,L47788,L,298.0,309.9,1544,36.7,43,0,0,0,0,0,0
21536,L50120,L,300.7,309.6,1483,14.4,9,0,0,0,0,0,0
121176,L49143,L,297.8,307.6,1379,44.9,111,0,0,0,0,0,0
73132,M19777,M,303.5,312.4,1629,36.9,80,0,0,0,0,0,0
25803,L49482,L,299.2,308.5,1527,39.8,148,0,0,0,0,0,0
125418,L49381,L,299.8,309.0,1518,36.1,95,0,0,0,0,0,0
52753,L53890,L,301.6,310.7,1330,49.1,7,0,0,0,0,0,0
129884,M21657,M,301.2,310.6,1409,51.9,96,0,0,0,0,0,0
80463,L47946,L,296.8,308.6,1331,47.5,9,0,0,0,0,0,0
51076,L52911,L,302.3,311.7,1426,50.5,204,0,0,0,0,0,0
117462,L52902,L,302.3,311.8,1466,44.7,54,0,0,0,0,0,0
76014,M23413,M,298.4,309.0,1296,54.8,74,0,0,0,0,0,0
66642,L54634,L,300.2,311.6,1610,32.9,61,0,0,0,0,0,0
90307,M22754,M,300.8,312.6,1588,45.6,114,0,0,0,0,0,0
26925,L56375,L,297.9,309.0,1680,27.8,96,0,0,0,0,0,0
42455,L47918,L,296.8,308.3,1668,30.9,7,0,0,0,0,0,0
14469,H38897,H,298.9,309.6,1823,26.6,175,0,0,0,0,0,0
17810,L55251,L,300.5,312.0,1671,30.7,125,0,0,0,0,0,0
134662,H33758,H,301.9,310.5,1841,21.9,206,0,0,0,0,0,0
28738,L52155,L,303.7,312.7,1378,45.5,192,0,0,0,0,0,0
3704,L53153,L,300.5,310.8,1408,51.7,156,0,0,0,0,0,0
39182,L53727,L,301.4,310.8,1442,42.3,111,0,0,0,0,0,0
134324,L49281,L,299.3,309.3,1608,33.4,45,0,0,0,0,0,0
94863,L48743,L,298.2,308.8,1510,39.1,156,0,0,0,0,0,0
122101,L50043,L,300.6,309.6,1471,46.1,244,0,0,0,0,0,0
92895,L57113,L,298.3,308.3,1390,47.4,69,0,0,0,0,0,0
6168,L51344,L,302.2,310.6,1436,47.5,192,0,1,0,0,0,1
25739,L49710,L,298.8,308.7,1438,51.7,44,0,0,0,0,0,0
5776,M23678,M,297.4,308.7,1436,45.8,95,0,0,0,0,0,0
36731,M23881,M,297.4,308.3,1451,43.8,42,0,0,0,0,0,0
80101,L55406,L,299.1,310.5,1474,45.9,64,0,0,0,0,0,0
10895,M17084,M,299.7,309.0,1609,31.0,100,0,0,0,0,0,0
123019,L52892,L,302.7,311.9,1412,44.9,20,0,0,0,0,0,0
57577,L47609,L,297.5,308.6,1499,38.7,49,0,0,0,0,0,0
87749,M22400,M,300.4,311.3,1587,47.0,203,0,0,0,0,0,0
45163,L51279,L,302.1,310.4,1864,23.3,159,0,0,0,0,0,0
17262,M22476,M,300.4,311.4,1380,40.4,203,0,0,0,0,0,0
46281,L47411,L,298.2,308.2,1562,35.3,190,0,0,0,0,0,0
76226,L55842,L,297.6,308.6,1408,46.0,134,0,0,0,0,0,0
41025,L54276,L,300.6,310.2,1489,43.7,19,0,0,0,0,0,0
87484,L49268,L,299.5,309.1,1394,47.4,16,0,0,0,0,0,0
103692,L53355,L,300.9,310.8,1517,27.3,4,0,0,0,0,0,0
13415,L52457,L,303.6,313.0,1425,44.0,128,0,0,0,0,0,0
703,L51548,L,302.0,309.7,1539,42.5,150,0,0,0,0,0,0
132481,L53056,L,301.5,311.1,1754,52.1,7,0,0,0,0,0,0
5949,L50462,L,301.2,309.4,1568,35.2,25,0,0,0,0,0,0
45185,L47923,L,296.8,308.2,1361,53.8,59,0,0,0,0,0,0
86787,L49629,L,299.1,308.7,1567,35.3,89,0,0,0,0,0,0
112053,L53166,L,300.7,310.7,1634,31.5,98,0,0,0,0,0,0
62574,M16335,M,298.2,309.0,1531,35.2,28,0,0,0,0,0,0
35648,L49480,L,299.3,308.6,1453,41.4,136,0,0,0,0,0,0
97974,L56414,L,298.3,309.0,1521,36.8,140,0,0,0,0,0,0
186,L53929,L,301.3,310.9,1555,36.1,5,0,0,0,0,0,0
88206,L54386,L,299.8,309.7,1483,39.8,89,0,0,0,0,0,0
7102,M21066,M,300.9,310.7,1559,35.7,139,0,0,0,0,0,0
9867,H32547,H,300.2,309.6,1463,49.2,61,0,0,0,0,0,0
16829,H34183,H,303.6,311.9,1544,36.8,98,0,0,0,0,0,0
38125,L48560,L,298.7,310.1,1539,35.1,191,0,0,0,0,0,0
15529,L56669,L,298.9,309.7,1407,41.9,179,0,0,0,0,0,0
72669,M24119,M,298.2,309.0,1487,42.0,5,0,0,0,0,0,0
68995,L53868,L,301.7,310.6,1372,49.7,23,0,0,0,0,0,0
33695,M19124,M,302.6,311.0,1351,49.8,141,0,1,0,0,0,1
36755,L50698,L,301.8,311.0,1483,44.9,184,0,0,0,0,0,0
42912,L56239,L,297.3,308.3,1355,46.7,103,0,0,0,0,0,0
96224,M19580,M,303.4,311.7,1642,35.2,172,0,0,0,0,0,0
31074,L53534,L,300.1,309.6,1565,37.5,32,0,0,0,0,0,0
71951,M22096,M,299.9,309.6,1472,39.0,152,0,0,0,0,0,0
30826,M21274,M,300.2,309.9,1442,43.5,193,0,0,0,0,0,0
21839,H32866,H,301.6,310.5,1602,32.3,100,0,0,0,0,0,0
99988,L55900,L,297.3,308.5,1554,48.4,70,0,0,0,0,0,0
